strategy,symbol,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",8593,0.4045,745099.0,1101.11,-602.38,1.242,2.5113,-0.0088,120276.5
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 8}",8593,0.4277,237630.25,944.23,-657.26,1.074,0.8683,-0.0088,235694.5
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 10}",6567,0.4367,420613.5,1249.38,-854.99,1.133,1.3231,-0.0088,121203.0
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 10}",6567,0.4028,889473.5,1603.09,-854.33,1.265,2.3109,-0.0088,105989.5
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 8}",8593,0.4035,765389.0,1196.62,-660.03,1.226,2.4879,-0.0088,120147.5
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.35, ""rr_ratio"": 1.5, ""hold_bars"": 5}",5110,0.4153,110320.0,1053.97,-711.58,1.052,0.4212,-0.0088,139068.75
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.2, ""rr_ratio"": 1.5, ""hold_bars"": 5}",5006,0.4165,119346.75,1060.84,-716.36,1.057,0.4528,-0.0088,132121.25
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 5}",8593,0.4249,213920.25,878.62,-605.82,1.071,0.8091,-0.0088,220753.25
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.35, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5110,0.3977,478017.5,1313.01,-711.51,1.218,1.3738,-0.0089,97054.0
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 12}",8593,0.4295,304605.25,984.81,-679.38,1.091,1.0703,-0.0089,245029.25
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 12}",8593,0.3996,862644.0,1277.35,-683.04,1.245,2.6479,-0.0089,122682.5
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.2, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5006,0.3993,492648.0,1323.15,-715.77,1.229,1.4115,-0.0089,94610.5
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 5}",5463,0.419,985829.0,1512.25,-779.99,1.398,2.3592,-0.0089,118798.5
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 70, ""rr_ratio"": 1.5, ""hold_bars"": 5}",5463,0.4419,470772.75,1192.65,-789.86,1.195,1.4137,-0.0089,129998.5
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 12}",2780,0.4112,372227.5,1649.69,-924.48,1.246,2.0849,-0.009,57435.5
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 8}",2584,0.4118,307842.0,1581.55,-904.56,1.224,1.919,-0.009,67985.5
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.35, ""rr_ratio"": 1.5, ""hold_bars"": 10}",5110,0.4258,141347.5,1159.0,-811.4,1.059,0.4429,-0.009,139091.75
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.2, ""rr_ratio"": 1.5, ""hold_bars"": 10}",5006,0.4271,146721.75,1165.26,-817.5,1.063,0.4541,-0.009,136394.5
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.2, ""rr_ratio"": 2.0, ""hold_bars"": 10}",5006,0.3991,549893.0,1505.43,-817.14,1.224,1.3098,-0.009,102460.5
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 8}",2780,0.4194,343895.0,1531.8,-893.54,1.238,2.0393,-0.009,64172.5
OFI_Reversal,SI,"{""ofi_pct"": 85, ""body_fraction"": 0.35, ""rr_ratio"": 2.0, ""hold_bars"": 10}",5110,0.3978,539807.5,1494.31,-811.87,1.216,1.2873,-0.009,104904.0
OFI_Microprice,SI,"{""mp_diff_pct"": 60, ""ofi_pct"": 70, ""rr_ratio"": 1.5, ""hold_bars"": 10}",5463,0.4395,509689.0,1325.49,-872.9,1.191,1.3862,-0.009,129999.75
