strategy,symbol,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.3, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 5}",3419,0.4218,301732.0,911.08,-511.91,1.298,1.9206,0.3429,27452.5
CVD_VWAP,SI,"{""vwap_band"": 0.25, ""cvd_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 8}",1762,0.4188,46196.0,926.65,-622.73,1.072,0.424,0.3409,51489.5
OFI_Continuation,SI,"{""ofi_pct"": 90, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 10}",964,0.4336,13912.0,570.05,-410.93,1.062,0.3024,0.3354,32074.5
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 5}",967,0.3806,13306.0,638.15,-369.84,1.06,0.2356,0.3351,31847.0
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 10}",842,0.4062,35978.5,675.13,-389.83,1.185,0.8122,0.3341,26840.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 3, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1856,0.4327,110740.5,1006.27,-662.19,1.159,1.0969,0.3328,27452.5
OFI_Microprice,SI,"{""mp_diff_pct"": 80, ""ofi_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 10}",3372,0.3953,140481.0,860.25,-493.49,1.14,0.9236,0.3322,44620.0
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 5, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1502,0.4228,69503.5,1037.03,-679.36,1.118,0.8219,0.3301,32968.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 10}",2411,0.4247,245058.0,1105.11,-639.21,1.276,1.7279,0.3289,30861.5
CVD_Microprice,SI,"{""cvd_pct"": 70, ""mp_ticks"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 5}",1483,0.4201,46251.5,1098.73,-742.16,1.072,0.4774,0.3283,72563.25
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 3, ""rr_ratio"": 2.0, ""hold_bars"": 5}",2291,0.4282,161813.0,977.86,-608.75,1.203,1.3616,0.3275,27736.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1646,0.4241,169755.5,1198.05,-703.04,1.255,1.6564,0.3268,26088.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 5}",2696,0.4299,306528.0,1013.4,-564.74,1.353,2.0727,0.3267,27452.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 5}",2177,0.4341,255246.0,1079.98,-621.21,1.334,1.929,0.32,27452.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.5, ""persist_bars"": 2, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1946,0.4327,204628.0,1179.03,-713.87,1.26,1.5906,0.3198,30861.5
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 85, ""rr_ratio"": 2.0, ""hold_bars"": 10}",4360,0.4021,154007.5,754.51,-448.28,1.132,0.9079,0.3184,62080.5
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 10}",950,0.4326,29292.5,587.95,-393.98,1.138,0.5676,0.3135,35810.5
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 5, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1745,0.4464,47803.75,929.46,-700.05,1.071,0.5211,0.3112,36899.5
CVD_Microprice,SI,"{""cvd_pct"": 70, ""mp_ticks"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 10}",1375,0.4218,40261.25,1217.44,-837.55,1.06,0.4084,0.3111,71209.0
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 85, ""rr_ratio"": 2.0, ""hold_bars"": 5}",4784,0.4022,161217.0,678.33,-399.96,1.141,0.9781,0.3096,72211.0
MultiTF_OFI,SI,"{""trend_window"": 40, ""entry_pct"": 85, ""rr_ratio"": 2.0, ""hold_bars"": 5}",4565,0.4002,41560.0,627.43,-403.49,1.038,0.3048,0.3092,74461.5
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 70, ""rr_ratio"": 2.0, ""hold_bars"": 12}",2045,0.4039,89890.0,1002.32,-605.44,1.122,0.7167,0.3075,54790.0
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 1.5, ""hold_bars"": 5}",865,0.4197,12256.25,498.99,-336.41,1.073,0.3018,0.3066,41920.25
Depth_Imbalance_Momentum,SI,"{""imbal_thr"": 0.4, ""persist_bars"": 2, ""rr_ratio"": 1.5, ""hold_bars"": 10}",2551,0.4496,139609.25,896.32,-632.81,1.157,1.0655,0.3059,34270.75
OFI_Microprice,SI,"{""mp_diff_pct"": 70, ""ofi_pct"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 5}",4972,0.3968,134611.0,694.11,-411.76,1.109,0.7624,0.3049,77192.0
MultiTF_OFI,SI,"{""trend_window"": 20, ""entry_pct"": 75, ""rr_ratio"": 2.0, ""hold_bars"": 10}",5085,0.4012,188940.0,735.29,-430.56,1.144,0.9662,0.3042,71576.5
Absorption_Reversal,SI,"{""abs_pct"": 85, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 12}",5358,0.386,161344.0,754.77,-425.39,1.115,0.792,0.3017,91091.5
