strategy,symbol,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
OFI_Continuation,SI,"{""ofi_pct"": 95, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 10}",896,0.4051,38590.5,668.86,-383.13,1.189,0.8572,0.333,27847.5
CVD_Microprice,SI,"{""cvd_pct"": 70, ""mp_ticks"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 10}",2317,0.4057,214158.5,1795.6,-1070.23,1.145,1.107,0.3308,92213.0
CVD_Absorption,SI,"{""cvd_pct"": 30, ""price_bias"": ""body"", ""rr_ratio"": 2.5, ""hold_bars"": 5}",3465,0.3558,112857.5,708.41,-340.78,1.148,1.0559,0.3253,61429.25
CVD_Absorption,SI,"{""cvd_pct"": 30, ""price_bias"": ""close"", ""rr_ratio"": 2.5, ""hold_bars"": 5}",3465,0.3558,112857.5,708.41,-340.78,1.148,1.0559,0.3253,61429.25
CVD_VWAP,SI,"{""vwap_band"": 0.5, ""cvd_pct"": 60, ""rr_ratio"": 1.5, ""hold_bars"": 8}",7197,0.4385,87067.25,774.06,-582.99,1.037,0.3411,0.3235,114446.5
Absorption_Reversal,SI,"{""abs_pct"": 90, ""roll_win"": 60, ""rr_ratio"": 2.0, ""hold_bars"": 8}",14338,0.3918,383891.5,700.3,-407.16,1.108,0.9144,0.3198,180590.0
CVD_Microprice,SI,"{""cvd_pct"": 80, ""mp_ticks"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1598,0.398,78869.0,1729.41,-1061.37,1.077,0.5318,0.3167,119422.0
CVD_Microprice,SI,"{""cvd_pct"": 70, ""mp_ticks"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",3747,0.391,222006.0,1428.38,-819.71,1.119,0.9271,0.3164,90138.0
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 5}",1007,0.3873,27523.5,652.17,-367.62,1.121,0.4768,0.3136,34116.5
OFI_Continuation,SI,"{""ofi_pct"": 93, ""roll_win"": 120, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1007,0.4032,55401.0,743.48,-410.07,1.225,0.9531,0.3125,21076.5
