strategy,symbol,tf,params,n_trades,win_rate,total_pnl,avg_win,avg_loss,profit_factor,sharpe,dsr,max_dd
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.5, ""hold_bars"": 8}",10058,0.3848,-131237.5,494.86,-333.88,0.936,-0.7036,-0.005,181681.25
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 8}",10058,0.3982,-150787.5,466.62,-336.88,0.925,-0.8768,-0.005,201300.0
Enhanced_ORB,ES,5m,"{""orb_bars"": 5, ""vol_mult"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 8}",10058,0.4235,-199187.5,412.37,-340.15,0.898,-1.3176,-0.005,226793.75
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 2.0, ""hold_bars"": 15}",3467,0.3669,-57352.86,429.04,-275.38,0.905,-0.7286,-0.0052,75625.71
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 2.0, ""hold_bars"": 20}",3467,0.3556,-43975.0,470.82,-280.04,0.93,-0.5298,-0.0052,62196.07
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 2.0, ""hold_bars"": 10}",3467,0.3738,-67685.71,380.11,-259.88,0.879,-0.93,-0.0052,80166.07
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 2.5, ""hold_bars"": 20}",3467,0.3274,-35244.29,536.79,-276.85,0.945,-0.3858,-0.0052,55709.29
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 2.5, ""hold_bars"": 10}",3467,0.3574,-67138.39,407.2,-258.44,0.883,-0.8647,-0.0052,83236.61
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 2.5, ""hold_bars"": 15}",3467,0.3441,-51340.0,475.72,-272.87,0.917,-0.5999,-0.0052,72877.32
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 3.0, ""hold_bars"": 15}",3467,0.3329,-49815.71,498.91,-271.16,0.92,-0.5558,-0.0052,74232.14
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 3.0, ""hold_bars"": 20}",3467,0.3118,-27530.71,581.07,-275.37,0.958,-0.2835,-0.0052,52846.79
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.7, ""rr_ratio"": 3.0, ""hold_bars"": 10}",3467,0.3499,-64682.5,422.32,-257.8,0.888,-0.7888,-0.0052,83614.29
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 10}",2224,0.3642,-53383.21,394.71,-267.07,0.857,-0.9716,-0.0059,61443.21
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",2224,0.3507,-55462.32,477.0,-297.1,0.87,-0.8977,-0.0059,64412.32
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 20}",2224,0.3444,-44217.5,505.0,-296.66,0.897,-0.6746,-0.0059,56727.86
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",2224,0.3701,-56992.5,437.58,-298.58,0.863,-0.9737,-0.0059,63032.5
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 15}",2224,0.3799,-63737.86,396.63,-290.1,0.84,-1.1624,-0.0059,71471.79
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",2224,0.3831,-57482.86,360.21,-268.92,0.842,-1.1761,-0.0059,63705.0
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 10}",2224,0.3678,-63938.21,375.62,-267.24,0.828,-1.2462,-0.0059,69798.39
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 15}",2224,0.3647,-66206.79,420.77,-289.18,0.838,-1.159,-0.0059,75895.54
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 4, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 15}",2224,0.3593,-58766.43,439.94,-288.72,0.857,-0.9693,-0.0059,69756.07
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 6}",878,0.3941,-19750.0,514.57,-371.79,0.9,-0.5744,-0.0067,22125.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 12}",878,0.3804,-29945.0,596.99,-422.36,0.869,-0.7765,-0.0067,37455.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.5, ""rr_ratio"": 2.0, ""hold_bars"": 12}",878,0.3519,-22990.0,686.83,-414.12,0.902,-0.568,-0.0067,33795.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 12}",878,0.3804,-29945.0,596.99,-422.36,0.869,-0.7765,-0.0067,37455.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.2, ""rr_ratio"": 2.0, ""hold_bars"": 6}",878,0.3941,-19750.0,514.57,-371.79,0.9,-0.5744,-0.0067,22125.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.2, ""rr_ratio"": 2.0, ""hold_bars"": 12}",878,0.3519,-22990.0,686.83,-414.12,0.902,-0.568,-0.0067,33795.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.2, ""rr_ratio"": 1.5, ""hold_bars"": 12}",878,0.3804,-29945.0,596.99,-422.36,0.869,-0.7765,-0.0067,37455.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.5, ""rr_ratio"": 1.5, ""hold_bars"": 6}",878,0.4146,-23907.5,466.11,-376.6,0.876,-0.7312,-0.0067,24225.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 6}",878,0.4146,-23907.5,466.11,-376.6,0.876,-0.7312,-0.0067,24225.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 12}",878,0.3519,-22990.0,686.83,-414.12,0.902,-0.568,-0.0067,33795.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 6}",878,0.3941,-19750.0,514.57,-371.79,0.9,-0.5744,-0.0067,22125.0
VWAP_Reclaim,NQ,5m,"{""vol_multiplier"": 1.2, ""rr_ratio"": 1.5, ""hold_bars"": 6}",878,0.4146,-23907.5,466.11,-376.6,0.876,-0.7312,-0.0067,24225.0
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",1348,0.3412,-34626.25,469.34,-283.4,0.862,-0.9247,-0.0069,44311.96
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 15}",1348,0.3561,-40985.71,415.95,-278.2,0.83,-1.1225,-0.0069,50678.21
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 15}",1348,0.362,-43943.04,399.57,-278.8,0.816,-1.2676,-0.0069,52954.29
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",1348,0.3605,-36556.79,428.13,-284.79,0.851,-1.0296,-0.0069,44060.36
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 20}",1348,0.3338,-29304.64,495.92,-282.4,0.884,-0.744,-0.0069,40683.93
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 15}",1348,0.3791,-40780.36,377.66,-280.29,0.826,-1.2169,-0.0069,47746.43
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",1348,0.3746,-40494.29,341.71,-255.47,0.81,-1.3691,-0.007,48417.86
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 10}",1348,0.3561,-41516.07,368.13,-254.04,0.81,-1.2798,-0.007,51956.07
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 6, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 10}",1348,0.3605,-46060.36,351.17,-254.08,0.787,-1.4913,-0.007,55728.75
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 15}",789,0.3359,-23514.64,407.88,-252.11,0.821,-1.1968,-0.0085,37317.14
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 10}",789,0.3435,-24033.93,349.3,-231.37,0.798,-1.3756,-0.0085,37632.5
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",789,0.3473,-17632.86,415.57,-255.34,0.866,-0.9334,-0.0085,27992.5
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 15}",789,0.3435,-22883.39,395.19,-251.9,0.824,-1.2098,-0.0085,36317.5
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",789,0.327,-14577.14,464.66,-253.22,0.892,-0.7153,-0.0085,29695.0
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",789,0.3625,-20501.07,330.72,-231.1,0.822,-1.2501,-0.0085,31560.0
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 10}",789,0.3485,-24113.39,339.15,-230.61,0.795,-1.4115,-0.0085,38300.71
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 15}",789,0.3599,-21657.14,372.79,-253.54,0.83,-1.2153,-0.0085,31253.93
Range_Contraction_Breakout,NQ,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 20}",789,0.3169,-14261.43,488.22,-252.91,0.895,-0.6685,-0.0085,29459.64
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 10}",697,0.2984,-37191.07,197.44,-165.8,0.525,-4.1259,-0.009,38637.5
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",697,0.3013,-38325.89,240.52,-183.92,0.569,-3.5417,-0.009,39554.91
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 10}",697,0.3128,-37214.29,185.03,-166.77,0.52,-4.1872,-0.009,38641.07
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 10}",697,0.3027,-38595.98,187.92,-166.13,0.507,-4.3972,-0.009,39271.87
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 20}",697,0.297,-36289.29,255.46,-183.48,0.593,-3.255,-0.0091,38394.64
Range_Contraction_Breakout,ES,5m,"{""compress_bars"": 8, ""compress_ratio"": 0.5, ""rr_ratio"": 3.0, ""hold_bars"": 15}",697,0.2912,-40171.43,224.85,-176.94,0.532,-4.0141,-0.0091,42202.68
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 8}",596,0.3876,-38830.0,746.86,-582.25,0.816,-1.5678,-0.0111,56442.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 8}",596,0.3691,-27340.0,855.93,-578.14,0.873,-1.0232,-0.0111,47410.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 12}",596,0.3775,-44727.5,825.68,-621.31,0.806,-1.6437,-0.0111,60367.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",596,0.3607,-40012.5,909.64,-618.33,0.83,-1.4118,-0.0111,58815.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 8}",596,0.3641,-20510.0,901.68,-574.93,0.905,-0.7411,-0.0111,40700.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 20}",596,0.3305,-33640.0,1071.93,-613.56,0.863,-1.0992,-0.0111,50685.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 20}",596,0.3121,-24712.5,1206.84,-607.77,0.901,-0.7558,-0.0111,40177.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.5, ""hold_bars"": 12}",596,0.3406,-25932.5,1056.24,-611.58,0.892,-0.8216,-0.0111,40457.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 12}",596,0.3507,-35275.0,970.86,-615.47,0.852,-1.1959,-0.0111,49675.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 20}",537,0.4134,-7043.75,528.35,-397.24,0.943,-0.4754,-0.0115,17762.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 12}",537,0.3818,-3575.0,588.6,-375.34,0.971,-0.2222,-0.0115,14675.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 12}",537,0.4227,-8781.25,485.66,-385.19,0.926,-0.6248,-0.0115,14681.25
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 1.5, ""hold_bars"": 8}",537,0.4283,-7412.5,451.25,-364.59,0.933,-0.5519,-0.0116,14056.25
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 0.5, ""rr_ratio"": 2.0, ""hold_bars"": 8}",537,0.3911,-5375.0,521.79,-353.69,0.953,-0.3627,-0.0116,15537.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 20}",140,0.4,27.5,1270.67,-846.79,1.0,0.0025,-0.0156,15017.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 8}",143,0.4615,-1400.0,494.89,-442.37,0.959,-0.2829,-0.0175,8887.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",143,0.4336,-2200.0,525.4,-429.32,0.937,-0.435,-0.0175,8650.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 20}",143,0.4336,-1225.0,649.6,-512.35,0.97,-0.2022,-0.0175,12850.0
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 12}",143,0.4406,-450.0,604.37,-481.56,0.988,-0.0771,-0.0175,7868.75
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 12}",143,0.4825,-6.25,533.06,-497.13,1.0,-0.0012,-0.0175,9812.5
PrevDay_HL_Sweep_Rev,ES,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 8}",143,0.4266,-3725.0,513.73,-427.59,0.894,-0.7505,-0.0175,9312.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.5, ""hold_bars"": 12}",140,0.4214,-2540.0,1119.75,-846.98,0.963,-0.2441,-0.0181,14212.5
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 12}",140,0.4214,-7220.0,1040.42,-846.98,0.895,-0.7428,-0.0181,15240.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 8}",140,0.4357,-1095.0,937.95,-747.56,0.981,-0.1242,-0.0181,11500.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 20}",140,0.4143,-3807.5,1126.34,-843.11,0.945,-0.4038,-0.0181,17760.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 12}",140,0.4286,-12272.5,918.62,-842.38,0.818,-1.4077,-0.0181,22405.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 1.5, ""hold_bars"": 8}",140,0.4429,-4290.0,862.9,-750.52,0.926,-0.5327,-0.0181,15705.0
PrevDay_HL_Sweep_Rev,NQ,5m,"{""sweep_atr"": 1.0, ""rr_ratio"": 2.0, ""hold_bars"": 20}",140,0.4071,-3265.0,1176.93,-847.59,0.954,-0.3257,-0.0181,14325.0
